WordInput,WordKey,Romaji,Wapuro,Pos,JaTranslation,JaHint,ZhTranslation,ZhHint,ZhSentance,ZhSentanceTranslation,BookName,BookChapter,BookExtra,BookWordId,,,,,,,,,,,,,,,30
ぺ,pe,pe,pe,ROMAJI;HIRAGANA;HANDAKUON,「平仮名」pe,,,,,,ROMAJI,DAKUON,,24,,,,,,,,,,,,,,,
ぽ,po,po,po,ROMAJI;HIRAGANA;HANDAKUON,「平仮名」po,,,,,,ROMAJI,DAKUON,,25,,,,,,,,,,,,,,,
ガ,GA,ga,ga,ROMAJI;KATAKANA;DAKUON,「片仮名」ga,,,,,,ROMAJI,DAKUON,,101,,,,,,,,,,,,,,,
ギ,GI,gi,gi,ROMAJI;KATAKANA;DAKUON,「片仮名」gi,,,,,,ROMAJI,DAKUON,,102,,,,,,,,,,,,,,,
グ,GU,gu,gu,ROMAJI;KATAKANA;DAKUON,「片仮名」gu,,,,,,ROMAJI,DAKUON,,103,,,,,,,,,,,,,,,
ゲ,GE,ge,ge,ROMAJI;KATAKANA;DAKUON,「片仮名」ge,,,,,,ROMAJI,DAKUON,,104,,,,,,,,,,,,,,,
ゴ,GO,go,go,ROMAJI;KATAKANA;DAKUON,「片仮名」go,,,,,,ROMAJI,DAKUON,,105,,,,,,,,,,,,,,,
ザ,ZA,za,za,ROMAJI;KATAKANA;DAKUON,「片仮名」za,,,,,,ROMAJI,DAKUON,,106,,,,,,,,,,,,,,,
ジ,JI,ji,ji,ROMAJI;KATAKANA;DAKUON,「片仮名」ji,,,,,,ROMAJI,DAKUON,,107,,,,,,,,,,,,,,,
ズ,ZU,zu,zu,ROMAJI;KATAKANA;DAKUON,「片仮名」zu,,,,,,ROMAJI,DAKUON,,108,,,,,,,,,,,,,,,
ゼ,ZE,ze,ze,ROMAJI;KATAKANA;DAKUON,「片仮名」ze,,,,,,ROMAJI,DAKUON,,109,,,,,,,,,,,,,,,
ゾ,ZO,zo,zo,ROMAJI;KATAKANA;DAKUON,「片仮名」zo,,,,,,ROMAJI,DAKUON,,110,,,,,,,,,,,,,,,
ダ,DA,da,da,ROMAJI;KATAKANA;DAKUON,「片仮名」da,,,,,,ROMAJI,DAKUON,,111,,,,,,,,,,,,,,,
ヂ,DI,ji,di,ROMAJI;KATAKANA;DAKUON,「片仮名」ji (di),,,,,,ROMAJI,DAKUON,,112,,,,,,,,,,,,,,,
ヅ,DU,zu,du,ROMAJI;KATAKANA;DAKUON,「片仮名」zu (du),,,,,,ROMAJI,DAKUON,,113,,,,,,,,,,,,,,,
デ,DE,de,de,ROMAJI;KATAKANA;DAKUON,「片仮名」de,,,,,,ROMAJI,DAKUON,,114,,,,,,,,,,,,,,,
ど,DO,do,do,ROMAJI;KATAKANA;DAKUON,「片仮名」do,,,,,,ROMAJI,DAKUON,,115,,,,,,,,,,,,,,,
バ,BA,ba,ba,ROMAJI;KATAKANA;DAKUON,「片仮名」ba,,,,,,ROMAJI,DAKUON,,116,,,,,,,,,,,,,,,
ビ,BI,bi,bi,ROMAJI;KATAKANA;DAKUON,「片仮名」bi,,,,,,ROMAJI,DAKUON,,117,,,,,,,,,,,,,,,
ブ,BU,bu,bu,ROMAJI;KATAKANA;DAKUON,「片仮名」bu,,,,,,ROMAJI,DAKUON,,118,,,,,,,,,,,,,,,
ベ,BE,be,be,ROMAJI;KATAKANA;DAKUON,「片仮名」be,,,,,,ROMAJI,DAKUON,,119,,,,,,,,,,,,,,,
ボ,BO,bo,bo,ROMAJI;KATAKANA;DAKUON,「片仮名」bo,,,,,,ROMAJI,DAKUON,,120,,,,,,,,,,,,,,,
パ,PA,pa,pa,ROMAJI;KATAKANA;HANDAKUON,「片仮名」pa,,,,,,ROMAJI,DAKUON,,121,,,,,,,,,,,,,,,
ピ,PI,pi,pi,ROMAJI;KATAKANA;HANDAKUON,「片仮名」pi,,,,,,ROMAJI,DAKUON,,122,,,,,,,,,,,,,,,
プ,PU,pu,pu,ROMAJI;KATAKANA;HANDAKUON,「片仮名」pu,,,,,,ROMAJI,DAKUON,,123,,,,,,,,,,,,,,,
ペ,PE,pe,pe,ROMAJI;KATAKANA;HANDAKUON,「片仮名」pe,,,,,,ROMAJI,DAKUON,,124,,,,,,,,,,,,,,,
ポ,PO,po,po,ROMAJI;KATAKANA;HANDAKUON,「片仮名」po,,,,,,ROMAJI,DAKUON,,125,,,,,,,,,,,,,,,
